GUID,ชื่อพรรค,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ลำดับบัญชีรายชื่อ,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
BBBFA817-BCF4-4D5A-8659-459D9A08FA3C,ประชาธิปัตย์,นาง,รัชฎาภรณ์,แก้วสนิท,41,67,ปริญญาโท,นักการเมือง,ประกาศ
83DAC402-C023-4115-A7B5-A5BF364239F1,ประชาธิปัตย์,นาย,บุญยอด,สุขถิ่นไทย,42,53,ปริญญาโท,สื่อสารมวลชน,ประกาศ
A756A8D4-4842-4004-9FA4-89D7F7A774A0,ประชาธิปัตย์,นาย,อร่ามอาชว์วัต,โล่ห์วีระ,43,68,ปริญญาเอก,นักการเมือง,ประกาศ
07B2326E-329B-42A7-8B8E-D409AC26CD92,ประชาธิปัตย์,นาย,ชาญชัย,อิสระเสนารักษ์,44,65,ปริญญาโท,นักการเมือง,ประกาศ
84D5BC91-7669-483B-8441-2333FD6C9224,ประชาธิปัตย์,นาย,นิพนธ์,วิสิษฐยุทธศาสตร์,45,79,ปริญญาโท,นักการเมือง,ประกาศ
F394E478-A851-4AF7-B0D7-B20AAE5EEA87,ประชาธิปัตย์,นาย,วัชระ,เพชรทอง,46,54,ปริญญาตรี,บรรณาธิการผู้พิมพ์ฯ,ประกาศ
85B71FF0-EB75-4407-8177-FF06A83F3E36,ประชาธิปัตย์,นาย,จุฤทธิ์,ลักษณวิศิษฏ์,47,46,ปริญญาตรี,นักการเมือง,ประกาศ
51BB0B97-EE83-438C-975E-480FBCF69D7D,ประชาธิปัตย์,นาย,เอกชัย,ขจรบุญถาวร,48,31,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
BEEDB53B-B41F-41DC-AD45-C936A4A20C03,ประชาธิปัตย์,นาย,อภิชาต,ศักดิเศรษฐ์,49,58,ปริญญาโท,นักการเมือง,ประกาศ
839D97A5-BA13-4563-9275-A6BB8DF717BD,ประชาธิปัตย์,นาย,ศุภชัย,ศรีหล้า,50,53,ปริญญาเอก,รับราชการ,ประกาศ
F9832FB9-A02F-40E3-97DE-8B01F8493240,ประชาธิปัตย์,นาง,มณทิพย์,ศรีรัตนา,51,68,ปริญญาเอก,นักการเมือง,ประกาศ
30E7BC01-2780-44CB-B96C-8A009B2DA8A2,ประชาธิปัตย์,นางสาว,มัฐธิณี,มูลทิพย์,52,28,ปริญญาตรี,พนักงานองค์กร,ประกาศ
8954F587-907A-48EB-BE32-EAE786027CB9,ประชาธิปัตย์,นาย,สุกิจ,ก้องธรนินทร์,53,71,ปริญญาโท,ค้าขาย,ประกาศ
CA939E70-EB53-4CF4-926B-8D9BE4B00A42,ประชาธิปัตย์,นาย,ชนินทร์,รุ่งแสง,54,52,ปริญญาโท,นักการเมือง,ประกาศ
FD334017-686B-400C-9854-2144A1CBD4F4,ประชาธิปัตย์,นาย,ประกอบ,จิรกิติ,55,65,ปริญญาเอก,รับราชการ,ประกาศ
D0FF34AD-AA2C-4EA6-849B-2F9DEAB1B178,ประชาธิปัตย์,นาย,ไชยวัฒน์,ไตรยสุนันท์,56,78,ปริญญาโท,ทนายความ,ประกาศ
C31595FE-8E56-4714-B6FA-404C7899DF2B,ประชาธิปัตย์,นาย,วิชัย,ล้ำสุทธิ,57,51,ปริญญาเอก,ูธุรกิจส่วนตัว,ประกาศ
0222DE5E-7C88-4FFD-A010-77A74F80B6A8,ประชาธิปัตย์,นาย,ชวนนท์,อินทรโกมาลย์สุต,58,44,ปริญญาโท,นักธุรกิจ,ประกาศ
4457B278-FFFD-48B5-B749-E0955F2256FB,ประชาธิปัตย์,นาย,บรรพต,ต้นธีรวงศ์,59,71,ปริญญาเอก,รับราชการ เกษียณอายุ,ประกาศ
AC24C9F0-A32F-4981-B8F9-2E07E0EB7377,ประชาธิปัตย์,นาย,สัญชัย,อินทรสูต,60,64,ปริญญาตรี,ทนายความ,ประกาศ
A49F8F77-BBE6-44F0-9754-D116FA3448A7,ประชาธิปัตย์,นาย,สุนทร,รักษ์รงค์,61,47,ปริญญาตรี,เกษตรกร,ประกาศ
7A70371D-30D4-4D1A-843E-58432C8092A9,ประชาธิปัตย์,นาย,อัครพล,ลีลาจินดามัย,62,39,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
E9C37616-5CBB-411F-B783-1CC62686EF8C,ประชาธิปัตย์,นาย,ชยงการ,ภมรมาศ,63,40,ปริญญาเอก,อาจารย์,ประกาศ
CF85B57C-7767-41EE-8923-B1C896DBA17E,ประชาธิปัตย์,นาย,บุณย์ธีร์,พานิชประไพ,64,49,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
0B1C8A6F-33C0-4A9C-8ECF-B501C1A787F5,ประชาธิปัตย์,นาย,ศิริรัฐ,ศิริพันธุ์,65,40,ปริญญาตรี,อาชีพส่วนตัว,ประกาศ
C58F82F9-6F1A-43B9-AB37-283BFEBFD6C0,ประชาธิปัตย์,นาย,ธนน,เวชกรกานนท์,66,65,ปริญญาตรี,ราชการ,ประกาศ
87DE1274-AC3C-44D1-9AA8-317C4135EF0C,ประชาธิปัตย์,ร้อยตรี,วิจิตร,อยู่สุภาพ,67,77,ปริญญาโท,เลขาธิการ กกต. รองอธิบดีอัยการฝ่ายช่วยเหลือฯ,ประกาศ
CE8434D3-97CC-454E-8B55-611F17532694,ประชาธิปัตย์,นาย,สกล,เขมะพรรค,68,55,ปริญญาเอก,นักธุรกิจ,ประกาศ
5432E556-B08C-4878-AE45-6E22CA6DFE77,ประชาธิปัตย์,นาย,ธนวัฒน์,ปัญญาสกุลวงศ์,69,34,ปริญญาโท,นักธุรกิจ,ประกาศ
6C8385BA-CBA9-43FF-9230-3E7F77283E2F,ประชาธิปัตย์,นาย,รอเซ็ด,เบ็นแหละแหนะ,70,48,ปริญญาโท,ครูเอกชน,ประกาศ
66FEC24D-76F6-4F3D-A23E-28039D3F5145,ประชาธิปัตย์,นาย,สุวิศว์,เมฆเสรีกุล,71,69,ปริญญาโท,ค้าขาย,ประกาศ
86EDADCC-355C-40F0-924D-556F588B1208,ประชาธิปัตย์,นาย,ชาลา,อนุสุริยา,72,39,ปริญญาโท,ูธุรกิจส่วนตัว,ประกาศ
E2E47113-4BD0-45A0-8A8F-EA2811739D30,ประชาธิปัตย์,นาย,พัสณช,เหาตะวานิช,73,32,ปริญญาตรี,นักบัญชี ผู้ตรวจสอบบัญชี,ประกาศ
9A5336AA-C6F5-4060-B79C-E822B8353896,ประชาธิปัตย์,นาย,เชาว์,มีขวด,74,51,ปริญญาตรี,ทนายความ,ประกาศ
7B604D5E-C49C-4DC4-A447-46C9D75C7D16,ประชาธิปัตย์,นาย,ภูเบศร์,อภัยวงศ์,75,37,ปริญญาตรี,พนักงานบริษัท,ประกาศ
89D61BCF-F9B5-4065-9BCF-B0D16B8076D9,ประชาธิปัตย์,นาย,ภูเบศ,จันทนิมิ,76,59,ปริญญาโท,ประมง,ประกาศ
D9287E15-5D66-4D31-BE28-4BDD79AF5C54,ประชาธิปัตย์,นาย,ศรุต,วัฒนสมบูรณ์,77,31,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
B377C20A-5075-4989-B098-049593EC12F4,ประชาธิปัตย์,นาย,การุณ,ใสงาม,78,66,ปริญญาโท,ทนายความ เกษตรกร,ประกาศ
86580FA0-B873-4918-A4E2-D380C18E7103,ประชาธิปัตย์,นาย,ภูมิสรรค์,เสนีวงศ์ ณ อยุธยา,79,46,ปริญญาเอก,นักการเมือง,ประกาศ
3C798C00-56D2-40A0-AE11-662E01B60910,ประชาธิปัตย์,นางสาว,ศิริภา,อินทวิเชียร,80,29,ปริญญาโท,นักธุรกิจ,ประกาศ
1C734043-A986-410E-972B-7C02DFBDEBD1,ประชาธิปัตย์,นาย,พรรคพล,กีรติภราดร,81,29,ปริญญาโท,พนักงานบริษัท,ประกาศ
FBF68EA7-64B5-47F4-B339-367DA9D5BB58,ประชาธิปัตย์,นางสาว,ณิชารีย์,เสนะวัต,82,25,ปริญญาตรี,นักธุรกิจ,ประกาศ
871A90C8-F2C7-4596-BF0D-63A0F14C874D,ประชาธิปัตย์,นางสาว,พลอยนภัส,โจววณิชย์,83,30,ปริญญาโท,นักธุรกิจ,ประกาศ
FE32544A-519A-4AA3-804C-90467E868D6E,ประชาธิปัตย์,นางสาว,สุชาดา,แทนทรัพย์,84,26,ปริญญาตรี,กำลังศึกษาปริญญาโท,ประกาศ
B26C2D80-DF67-4BEE-A653-4192AFE464B8,ประชาธิปัตย์,นางสาว,พรปวีณ์,เกิดโภคทรัพย์,85,30,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
DE6ECA79-4E0B-4B57-BDAB-B94FFDC42CD7,ประชาธิปัตย์,นาย,ณัฐภัทร,เนียวกุล,86,26,ปริญญาตรี,นักศึกษา,ประกาศ
64312146-B9C7-41F8-A2A2-A51595075FCC,ประชาธิปัตย์,นาย,วิภูษิต,มีสิทธิ์,87,35,ปริญญาตรี,ทนายความ,ประกาศ
52C5FDA7-68AB-4DD0-A268-E2FA30ABE9B0,ประชาธิปัตย์,นางสาว,ณสุภา,กัสนุกาซ์,88,57,ปริญญาเอก,ทนายความ,ประกาศ
711811D8-6302-4E78-9EB0-D86AD46E44E7,ประชาธิปัตย์,นาย,อธิวัฒน์,ทรัพย์พืชกมล,89,52,ปริญญาเอก,อาจารย์,ประกาศ
6DCF735B-7AA9-4E35-A95D-056B4313EE2F,ประชาธิปัตย์,พลเรือเอก,สุวิทย์,ธาระรูป,90,68,ปริญญาตรี,ข้าราชการทหารเรือ,ประกาศ
B24FA271-CA9D-4C84-926D-0BE8E5A87D2E,ประชาธิปัตย์,นาย,ขภัช,นิมมานเหมินท์,91,44,ปริญญาโท,นักการเมือง,ประกาศ
C3E1295B-CA3C-48D5-A5E9-49D95C68B4C8,ประชาธิปัตย์,นาย,ชาวินท์,อุทัยพัฒน์,92,44,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
99D6CF9F-0BB2-4012-94DC-55DC22769189,ประชาธิปัตย์,นาย,รัฐไกร,เอกเพชร,93,45,ปริญญาเอก,นักธุรกิจ,ประกาศ
60C37ACC-2712-4AF6-B5AA-A1B9703569F2,ประชาธิปัตย์,นาย,เก้าธรัช,เทียนมงคล,94,34,ปริญญาโท,ธุรกิจ,ประกาศ
BF6DAED9-298D-41A6-8A10-653651CA21BD,ประชาธิปัตย์,นาย,ขจรพัฒน์,วิรยศิริ,95,27,ปริญญาตรี,กิจการส่วนตัว,ประกาศ
58305681-0401-4761-B136-5F4A2802BCA2,ประชาธิปัตย์,พลเรือเอก,นาวี,ศานติกะนาวิน,96,77,ปริญญาตรี,ข้าราชการทหาร,ประกาศ
