GUID,ชื่อพรรค,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ลำดับบัญชีรายชื่อ,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
89AE740D-71DB-4287-A3E9-4FE82166FFF4,ประชาธรรมไทย,นาง,บงกชฆฤต,สถิรชวาล,4,44,ปริญญาโท,แม่บ้าน,ประกาศ
72FCC966-6D8B-415C-99B7-E74B8724B73D,ประชาธรรมไทย,นาย,อนิรุทธิ์,สมุทรโคจร,5,59,ปริญญาตรี,ไม่ระบุ,ประกาศ
79D0206C-3E1B-4328-9EEA-4AEDC9FA6C94,ประชาธรรมไทย,พลโท,วีระยุทธ,เพชรบัวศักดิ์,6,65,ปริญญาโท,กรรมการผู้จัดการบริษัทพีไซนด์ สมาร์ทไรท์จำกัด,ประกาศ
5B2B4F00-4678-4190-B1EE-ED480089D90B,ประชาธรรมไทย,นาย,เอกวัฒน์,ตรึกตรอง,7,61,ปริญญาตรี,เกษตรกร,ประกาศ
28DD52B9-4192-4B18-A4EE-D32F12404338,ประชาธรรมไทย,นาย,ธรัช,ภักดีบรรดิษฐ์,8,57,ปริญญาตรี,รับราชการครู,ประกาศ
F77CE387-3010-4043-AE77-607CEF44821D,ประชาธรรมไทย,นางสาว,นภาภรณ์,กีรติปัถวี,9,51,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
AD7F22C5-9A4F-4AA2-B1FB-A071EAF63AB1,ประชาธรรมไทย,พลเรือโท,มนตรี,สระแก้ว,10,68,ปริญญาตรี,ข้าราชการบำนาญกลาโหม,ประกาศ
2B058E95-9C64-4266-8439-DD59835B957A,ประชาธรรมไทย,พันตำรวจเอก,สุพจน์,เส้นขาว,11,60,ปริญญาโท,รับราชการตำรวจ,ประกาศ
581872A7-5BC8-493F-A42F-F698AA995536,ประชาธรรมไทย,นาย,ศุภชัย,เครือจันทร์,12,59,ปริญญาโท,ข้าราชการครู,ประกาศ
9115B58C-CDFC-4733-A409-F5110A9B5891,ประชาธรรมไทย,นาย,ชานุวัฒน์,ไชยรัตน์ติเวช,13,40,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
CD7C5744-448C-49AB-AECA-782E42331941,ประชาธรรมไทย,พลตรี,จิรทีปต์,เรืองสมบูรณ์,14,66,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
9345F8EB-D471-4175-A58F-01C40284BCCF,ประชาธรรมไทย,นาย,นันทพงศ์,หมิแหละหมัน,15,51,ปริญญาเอก,ผู้จัดการศูนย์กีฬาและสุขภาพมหาวิทยาลัยวลัยลักษณ์,ประกาศ
4D47CA2A-F153-4675-A7B5-15B7DD8288BA,ประชาธรรมไทย,นาย,อะหมัด,ศรีเจริญ,16,58,ปริญญาตรี,ครู,ประกาศ
B80A31D8-6CE7-4A8F-AEE0-5980E19EA27B,ประชาธรรมไทย,นาย,จำนง,หมัดคง,17,47,ปริญญาตรี,รับจ้าง,ประกาศ
7B6E984C-1566-4A58-9847-374007C7777A,ประชาธรรมไทย,นาย,ราเชนทร์,เครือจันทร์,18,54,ต่ำกว่าปริญญาตรี,รับจ้าง ทำสวน อาชีพอิสระ,ประกาศ
D3B2B2B4-0D91-496C-8F02-864BB21580AF,ประชาธรรมไทย,ว่าที่ร้อยเอก,กวี,ไกรทอง,19,41,ปริญญาตรี,ครูเอกชน,ประกาศ
47A2BACE-50EE-41E2-BA7C-0A59E8173A41,ประชาธรรมไทย,นาย,ชัยยุทธ,ปรีชา,20,55,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
A25F00B4-1248-4954-9D12-C8C4E5046D6C,ประชาธรรมไทย,นาย,ศักดิ์มนตรี,โพชากรณ์,21,61,ปริญญาตรี,เกษตร,ประกาศ
FB8997EA-933C-453F-92A2-7469616F1E21,ประชาธรรมไทย,จ่าสิบตรี,วรพจน์,บุญญา,22,63,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
E1B99233-B5E7-4E38-9A70-91C308C5A7B9,ประชาธรรมไทย,นาย,ปาริชาต,อนุรักษ์,23,50,ปริญญาตรี,ค้าขาย,ประกาศ
689F2F12-DE0B-4B88-ADB3-C8A267A74A02,ประชาธรรมไทย,นาย,เดชา,รอดภัย,24,60,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
ABEC7C43-F910-4826-B63A-9F6690667353,ประชาธรรมไทย,นาย,หมั่น,มูลเค้า,25,64,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
24D7A8CF-44FD-46AE-B983-976BA6BCE0A4,ประชาธรรมไทย,นาย,ชูชีพ,เยาวพัฒน์,26,62,ปริญญาโท,ข้าราชการครู,ประกาศ
886A0B40-E709-4E5C-A418-9C3118755BA9,ประชาธรรมไทย,นาย,สวงค์,ศรีอินทร์,27,67,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
2C1F1EFF-3FCC-4DF8-ACEE-9DC4F32DDBE9,ประชาธรรมไทย,นาง,มนัสดา,บัวน้อย,28,57,ปริญญาตรี,รับราชการครู,ประกาศ
36A4DDB3-F899-48DA-A22E-7F0D124F94AE,ประชาธรรมไทย,นาย,รติ,ผ่องสุคนธ์,29,49,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
562AC2FB-955E-4597-9139-61D3AE0BE7FF,ประชาธรรมไทย,ร้อยตรี,ทนิต,ประกอบสาย,30,60,ปริญญาตรี,รับราชการทหาร,ประกาศ
EAF52DFD-A7E7-4DF0-B20E-4E231C635DB7,ประชาธรรมไทย,นาย,ปิยะชัย,มงคล,31,64,ต่ำกว่าปริญญาตรี,นักร้องเพลงไทย,ประกาศ
503ECD0E-A5E8-4C19-9EE8-0806262E8F65,ประชาธรรมไทย,นางสาว,ปิยสิการณ์,ศรีกาญจนคุณ,32,57,ต่ำกว่าปริญญาตรี,นักร้อง-นักแสดง,ประกาศ
5442C2EE-D58F-4C5D-8B0B-03B2C4E42DEC,ประชาธรรมไทย,นาง,บุณรดา,กัลพมานุกุลกิจ,33,58,ปริญญาตรี,รับราชการ,ประกาศ
6ACC7DB5-C056-4850-8216-91CD2E4D800D,ประชาธรรมไทย,นาย,พลกฤต,เคนคำกุล,34,52,ต่ำกว่าปริญญาตรี,ข้าราชการการเมือง,ไม่ประกาศ
8F36F281-B910-4A44-947E-3B06A1C1C5EC,ประชาธรรมไทย,นาย,ธนายศ,ชอบเรียบร้อย,35,49,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ไม่ประกาศ
2E88B41D-5F59-4299-9DA3-9541B2A7A1D9,ประชาธรรมไทย,นาย,ณัฐพัชร์,พาณิชย์,36,56,ปริญญาตรี,ทนายความ,ประกาศ
61C0F110-D421-4290-877D-BB589499EDA0,ประชาธรรมไทย,นาย,ศรายุทธ,เจริญวัย,37,35,ปริญญาตรี,ค้าขาย,ประกาศ
1D78508A-6007-4898-AFE8-DF2EED00CCB9,ประชาธรรมไทย,นาย,สายันต์,ชื่นเสน่ห์จันท์,38,49,ต่ำกว่าปริญญาตรี,สื่อมวลชน,ประกาศ
1AECFB2F-92A7-43EE-B5CC-43471DB08D2A,ประชาธรรมไทย,ร้อยตรี,ทศพล,คงตาก,39,63,ต่ำกว่าปริญญาตรี,รับราชการทหาร,ประกาศ
216CDE59-E753-45BB-AD77-0264B1A5E5B8,ประชาธรรมไทย,นาย,เกริกเกียรติ,ภูตะลา,40,51,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
44E642BF-228F-4B5A-8CC4-E6843DFC4231,ประชาธรรมไทย,นาย,ทศพล,ขวางกระโทก,41,32,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
2E09F8B6-DF6D-44F0-927B-512CBC7B59AB,ประชาธรรมไทย,นาย,ธีรยุทธนา,เทียงเดช,42,35,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
1C09F66B-9677-4255-97CB-280D1C5A7B0A,ประชาธรรมไทย,นาย,มานะ,สงนอก,43,44,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
EEFDD93F-1461-4A4E-9DF2-BFB19C406994,ประชาธรรมไทย,นางสาว,กัทลีวัน,จันทร์โนนม่วง,44,33,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
63E5A0AB-3A5B-4084-8149-64655DEE5ADE,ประชาธรรมไทย,นาย,เสน่ห์,เทียมบุญ,45,59,ปริญญาตรี,เกษตรกรทำนา,ประกาศ
D55388D4-7603-40D2-AAAA-9E126D2A50B8,ประชาธรรมไทย,นาย,ทวีศักดิ์,อุไนบัญ,46,59,ต่ำกว่าปริญญาตรี,ขับรถรับจ้าง,ประกาศ
E35ACECA-A120-4BCE-90C5-2318907BA291,ประชาธรรมไทย,นาย,ชลสิทธิ์,พิภักดิ์,47,58,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
A820B4D7-8C36-4205-8483-70CCE5C4323D,ประชาธรรมไทย,นาง,พิมพ์พร,เพ็ชรเลิศ,48,52,ปริญญาตรี,-,ประกาศ
770E0838-A7F0-47D2-A015-4D0AA45AC872,ประชาธรรมไทย,นาย,โฉลม,เพชรประกอบ,49,75,ต่ำกว่าปริญญาตรี,นักการเมืองท้องถิ่น,ไม่ประกาศ
FF1213B5-DF73-492A-A513-485A66890472,ประชาธรรมไทย,นาย,ลำใย,กรุมรัมย์,50,69,ต่ำกว่าปริญญาตรี,เจ้าของกิจการ (ร้านเย็บผ้า),ไม่ประกาศ
9F97378D-5999-436B-A8C1-CF2CE65AB959,ประชาธรรมไทย,นาง,สมหมาย,เจือมประโคน,51,50,ต่ำกว่าปริญญาตรี,ลูกจ้าง,ไม่ประกาศ
0352B97C-230B-448F-849D-ED243BE4D9B9,ประชาธรรมไทย,นาย,สวิช,โพยประโคน,52,48,ต่ำกว่าปริญญาตรี,-,ประกาศ
44DC79E5-086F-4099-8BE7-25B6290BB9CB,ประชาธรรมไทย,นาย,เกียรติศักดิ์,ทรงแสงจันทร์,53,32,ต่ำกว่าปริญญาตรี,-,ประกาศ
80E23469-FC35-47D1-B1FF-AFE79353111A,ประชาธรรมไทย,นาย,พิชิตชัย,ศรีสมบูรณ์,54,30,ต่ำกว่าปริญญาตรี,-,ประกาศ
1282439A-3F0E-40A4-9B63-762940ACAB01,ประชาธรรมไทย,นาย,พงศ์พาสน์,มิ่งไธสง,55,59,ปริญญาตรี,ครูบำนาญ,ประกาศ
3A48464C-464E-4C3D-8C89-BC24AEF0ECD1,ประชาธรรมไทย,นาง,จีรภา,พัวพันธ์,56,42,ปริญญาตรี,ครู,ประกาศ
40759F95-541D-47BC-9FF2-21AE3E34B9CD,ประชาธรรมไทย,นาย,อัครเดช,ยิ่งนคร,57,54,ปริญญาตรี,รับเหมาก่อสร้าง,ประกาศ
C2709484-5C94-4E58-9F25-3BCA5998BB0C,ประชาธรรมไทย,ร้อยตรี,สลี,มะลัยขวัญ,58,59,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
49E76BA7-E1F5-4FED-B79A-CDCC4D1CF720,ประชาธรรมไทย,นาย,มะสุกรี,วาเลาะแห,59,53,ต่ำกว่าปริญญาตรี,ทำธุรกิจค้าขาย,ประกาศ
9858002D-AC40-4329-80E4-C4F9A91DF430,ประชาธรรมไทย,นาง,สวาท,พรมหมอก,60,47,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
6F690BBB-156F-4C14-865A-40D6515DC461,ประชาธรรมไทย,นางสาว,พัชรี,ประกอบผล,61,37,ปริญญาตรี,ค้าขาย,ประกาศ
325078EA-450E-4CBF-8EA2-C1318EC0B8C1,ประชาธิปไตยเพื่อประชาชน,นาย,ประมวล,พิมพ์เสน,1,69,ปริญญาโท,ข้าราชการครู,ประกาศ
F095F116-B31E-4200-97E9-85938C2F9468,ประชาธิปไตยเพื่อประชาชน,นาย,รักสยาม,นามานุภาพ,2,52,ปริญญาตรี,อิสระ,ประกาศ
6635C96B-1E51-457D-ACF4-87199BDECB99,ประชาธิปไตยเพื่อประชาชน,นาย,สนอง,ผาสุข,3,68,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
E79E30C8-6721-4A1D-BC02-E3117CBC96B5,ประชาธิปไตยใหม่,นาย,สุรทิน,พิจารณ์,1,60,ปริญญาตรี,นักการเมือง,ประกาศ
B3038102-42E1-42F0-9557-506FBB647DB7,ประชาธิปไตยใหม่,นาย,นิพนธ์,ชื่นตา,2,66,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
844419F0-AE47-4177-9294-F2AE663093C4,ประชาธิปไตยใหม่,นาง,แพงศรี,พิจารณ์,3,58,ปริญญาตรี,"ข้าราชการครู , ครูบำนาญ",ประกาศ
F502943C-9929-4297-8D89-73EE4BEA93AA,ประชาธิปไตยใหม่,นาย,อนันต์,เพียรพานิชย์,4,65,ปริญญาโท,ข้าราชการครู (ผู้บริหาร),ประกาศ
320D34EE-5175-430D-9BDD-6487313D005C,ประชาธิปไตยใหม่,นาย,ปฏิวัติ,พิจารณ์,5,34,ปริญญาตรี,ข้าราชการ,ประกาศ
048064C1-9A6B-4D0C-8C41-DAEB53A317DE,ประชาธิปไตยใหม่,นาย,วิมล,สารมะโน,6,35,ปริญญาตรี,ทนายความ,ประกาศ
AE2AA501-1C8E-4B7F-AC11-A138F6791C89,ประชาธิปไตยใหม่,นาง,ชนิภา,กองแสงศรี,7,55,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
FE09E2C5-0E1C-4EF8-B2F9-217966390419,ประชาธิปไตยใหม่,นาย,ดำรงค์ฤกษ์,กลิ่นแก้ว,8,65,ปริญญาเอก,รอง ผอ.สพป.สุโขทัย เขต 1,ประกาศ
7C3B23DB-CAFA-4CA6-8505-044EC496C848,ประชาธิปไตยใหม่,นาย,ประดิษฐ์,กำเนิด,9,61,ปริญญาเอก,รับราชการครู,ประกาศ
31B0D6C0-0614-4DCC-B5D3-7EE1A7D95DC8,ประชาธิปไตยใหม่,พันตำรวจโท,ธรรมศักดิ์,กำเนิด,10,64,ปริญญาโท,ข้าราชการตำรวจ,ประกาศ
C57E5325-68D8-4047-BB78-594091690BAD,ประชาธิปไตยใหม่,นางสาว,สิริรักษ์,บุญวัน,11,56,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
0C034598-221B-489E-BCBC-69C5D85B5B84,ประชาธิปไตยใหม่,นาย,อรุสราษฎร์,ณัฐราษฎร์,12,63,ปริญญาโท,-,ประกาศ
992D28C4-588C-4350-B288-D1DDDC1D7AF3,ประชาธิปไตยใหม่,นาย,นิกรณ์,ไผ่ตระกูล,13,54,ปริญญาตรี,ค้าขาย,ประกาศ
51E033AF-565C-43F7-BBB2-8FACD188D0F3,ประชาธิปไตยใหม่,นาย,กิตติศักดิ์,ด้วงนาง,14,70,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
934C4578-4DA1-4DCE-BA27-305FA1C66A2F,ประชาธิปไตยใหม่,นาย,เพชร,เหมือนพันธุ์,15,70,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
2B94D2D7-B6C9-4437-BDF9-04FA8655D78D,ประชาธิปไตยใหม่,นาย,บรรลุ,เวียงพล,16,78,ปริญญาตรี,-,ประกาศ
5A0AA4D0-D752-4D37-AEA2-459B19889D75,ประชาธิปไตยใหม่,นางสาว,นิสา,พิจารณ์,17,53,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
6E949BC5-8D37-4363-883B-0254B7A4E4F9,ประชาธิปไตยใหม่,นางสาว,ญาณิกาญจน์,วรรณธรรม,18,55,ต่ำกว่าปริญญาตรี,เจ้าของกิจการ,ประกาศ
EE0B7745-3E5E-479D-BA57-B1C11A608512,ประชาธิปไตยใหม่,นาย,วัชรินทร์,ศรีสวย,19,63,ปริญญาโท,รับราชการ,ประกาศ
24A3B2C6-5D8C-4A04-ACF1-839822DD717D,ประชาธิปไตยใหม่,นางสาว,อมรรัตน์,พิจารณ์,20,36,ต่ำกว่าปริญญาตรี,ทำนา,ประกาศ
97F7F06E-7600-4BCC-A817-5EC4A434D495,ประชาธิปไตยใหม่,นาย,โกสินธุ์,อัคครุ่งเรือง,21,37,ปริญญาโท,พนักงานบริษัท,ประกาศ
335B2AC1-0775-4692-81D3-29DB5C923E18,ประชาธิปไตยใหม่,นาย,เกษมศักดิ์,ขอดเมชัย,22,68,ต่ำกว่าปริญญาตรี,-,ประกาศ
8BF86A9B-AC08-4E1E-B7CE-4513A09990DC,ประชาธิปไตยใหม่,สิบตำรวจเอก,ธนารัฐ,วงศ์จำปา,23,50,ปริญญาเอก,ข้าราชการ,ประกาศ
E05DBD70-C87D-4427-822C-723EBCA35425,ประชาธิปไตยใหม่,นาย,วันตระการ,ดวงตาเจริญวาณิช,24,55,ปริญญาตรี,รับแท็กซี่,ประกาศ
71160CCB-C964-4185-B7F4-9F13F6C0E7A4,ประชาธิปไตยใหม่,นาย,เสนอศักดิ์,พุ่มอารี,25,62,ปริญญาโท,ืทนายความ,ประกาศ
04D15610-1FA0-4FE3-B852-DCC0B41701EC,ประชาธิปไตยใหม่,นาย,ธีระพงศ์,เสริมเจนไชย,26,68,ปริญญาตรี,ผอ.การตรวจสอบการใช้อำนาจรัฐ,ประกาศ
8EBD21A1-71AE-46F9-8472-AFC68F74C193,ประชาธิปไตยใหม่,นาย,นิพนธ์,ศิลปอนันต์,27,69,ปริญญาโท,พนักงานธนาคารฯ,ประกาศ
44802158-3115-4297-A841-3D9F1F641ED5,ประชาธิปไตยใหม่,นาวาอากาศเอก,เบญจพล,มโนหวัน,28,68,ต่ำกว่าปริญญาตรี,รับราชการ,ประกาศ
4258EEDD-4F69-41A2-917F-9BCFA24C0889,ประชาธิปไตยใหม่,นาย,การุญ,วิเศษรัตน์,29,52,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
599CCFA5-52F4-480E-BEC6-79E22D6824B7,ประชาธิปไตยใหม่,นาย,วิโรจน์,อยู่รุ่งเรือง,30,72,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
F53B7EFC-EE57-4695-A868-9CD230089551,ประชาธิปไตยใหม่,นาย,ณัฐวุฒิ,อวนทะเล,31,68,ปริญญาตรี,ค้าขาย,ประกาศ
EBC5E100-BA29-49B3-ADF6-4853F314DD2D,ประชาธิปไตยใหม่,นาง,วิลัย,วะชุม,32,48,ต่ำกว่าปริญญาตรี,-,ประกาศ
2B5AB0E9-84ED-4283-92DF-E79C1120C588,ประชาธิปไตยใหม่,นางสาว,รุ่งฤทัย,คำศิริ,33,38,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
D5BBB634-43BB-4205-8403-7328E737702D,ประชาธิปไตยใหม่,นางสาว,ปัทมาภรณ์,หอมทอง,34,32,ปริญญาตรี,รับจ้าง,ประกาศ
7667B40A-7C89-4A69-833F-D64DC0A918FC,ประชาธิปไตยใหม่,ว่าที่ร้อยตรี,อภิชา,กลิ่นแก้ว,35,40,ปริญญาตรี,วิศวกร,ประกาศ
9830F2A9-84B3-48A0-892C-0CB5DED9A705,ประชาธิปไตยใหม่,นาย,ถาวร,สายจำปา,36,61,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
DFB00203-5D4C-4B6E-A279-A4D52B2057D1,ประชาธิปไตยใหม่,นาย,สุเทพพงศ์,ทะมาดี,37,54,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
C9B9924E-C052-4F0F-BE5C-853E026E2D29,ประชาธิปไตยใหม่,นาย,โกวิทย์,จันทร์หอม,38,67,ปริญญาเอก,รับราชการ,ประกาศ
D5D37B1D-67AD-4BA2-B47C-924E987AE973,ประชาธิปไตยใหม่,นาย,ภูมินันท์,กัญญาบุตร,39,43,ปริญญาตรี,ทนายความ,ประกาศ
E1A86045-B7E0-47AF-AEE3-FAD6E426D6D9,ประชาธิปไตยใหม่,นาย,ผ่อง,พันธ์เพ็ชร,40,65,ปริญญาตรี,เกษตรกร,ประกาศ
E58DBEA6-6EBD-4D4F-88F6-C18A6020BAF6,ประชาธิปไตยใหม่,นาง,ขวัญเรือน,ด้วงวิสุทธิ์,41,37,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
5A290157-5B8B-4A5F-AE7B-F59DC4148504,ประชาธิปัตย์,นาย,อภิสิทธิ์,เวชชาชีวะ,1,54,ปริญญาโท,นักการเมือง,ประกาศ
ED700ACC-E8A9-44FE-AB6E-183FAE66A679,ประชาธิปัตย์,นาย,ชวน,หลีกภัย,2,80,ปริญญาตรี,นักการเมือง,ประกาศ
CAF3365E-F299-429A-BC19-F728239BC1D0,ประชาธิปัตย์,นาย,บัญญัติ,บรรทัดฐาน,3,76,ปริญญาตรี,ข้าราชการบำนาญ/นักการเมือง,ประกาศ
55869A80-C585-43A4-9F48-B0F0E61A8A75,ประชาธิปัตย์,นาย,เทอดพงษ์,ไชยนันทน์,4,75,ปริญญาโท,นักการเมือง,ประกาศ
C48D4F5B-3FB7-4551-AD37-B738E8404C69,ประชาธิปัตย์,คุณหญิง,กัลยา,โสภณพนิช,5,78,ปริญญาเอก,นักการเมือง,ประกาศ
EF44CBB1-1659-45F7-8F37-96991A27D559,ประชาธิปัตย์,นาย,จุรินทร์,ลักษณวิศิษฏ์,6,63,ปริญญาโท,นักการเมือง,ประกาศ
F8B429E6-6240-4EC0-970D-AA7C6789B37E,ประชาธิปัตย์,นาย,กรณ์,จาติกวณิช,7,55,ปริญญาตรี,-,ประกาศ
1E6231B7-BBF1-4400-8259-1B06751E0943,ประชาธิปัตย์,นาย,จุติ,ไกรฤกษ์,8,62,ปริญญาตรี,นักการเมือง,ประกาศ
C1B460A6-604F-4F60-89AF-CC27EA7C88DD,ประชาธิปัตย์,นาย,องอาจ,คล้ามไพบูลย์,9,65,ปริญญาโท,นักการเมือง,ประกาศ
5384E2EA-66D9-4818-89D3-760927B02E7F,ประชาธิปัตย์,นาง,ศิริวรรณ,ปราศจากศัตรู,10,63,ปริญญาโท,นักการเมือง,ประกาศ
E9667C5C-25C6-4741-B7C3-D49977FF9426,ประชาธิปัตย์,นาย,อิสสระ,สมชัย,11,72,ปริญญาโท,ทนายความ,ประกาศ
516E8979-94ED-4883-8F08-A4044FF9E70E,ประชาธิปัตย์,นาย,อัศวิน,วิภูศิริ,12,67,ปริญญาโท,นักการเมือง,ประกาศ
AC44E94B-CEE9-4B3B-816D-DBBD572BDEE3,ประชาธิปัตย์,นาย,เกียรติ,สิทธีอมร,13,59,ปริญญาโท,นักการเมือง,ประกาศ
191D70D0-864C-4AE8-963A-D207A3D000AA,ประชาธิปัตย์,นาย,กนก,วงษ์ตระหง่าน,14,67,ปริญญาเอก,-,ประกาศ
31F7A20F-CFB9-4041-AD0C-948F066CB8D3,ประชาธิปัตย์,นาง,ศรีสมร,รัศมีฤกษ์เศรษฐ์,15,50,ปริญญาโท,นักการเมือง,ประกาศ
67186E0B-48E9-4DFC-8FDF-9B70C1E516BE,ประชาธิปัตย์,นาย,พีระพันธุ์,สาลีรัฐวิภาค,16,60,ปริญญาโท,ข้าราชการตุลาการ,ประกาศ
AFB7D6CA-5427-4FDE-8172-70146ADC5451,ประชาธิปัตย์,นาย,พนิต,วิกิตเศรษฐ์,17,55,ปริญญาโท,นักการเมือง,ประกาศ
B9B6878E-26B0-4F81-A443-7CFE6E3B6FB0,ประชาธิปัตย์,นาย,อภิชัย,เตชะอุบล,18,62,ปริญญาโท,เจ้าของกิจการ,ประกาศ
3150EC44-FA8A-4580-9E5C-0CE82785F5D1,ประชาธิปัตย์,นาย,วีระชัย,วีระเมธีกุล,19,51,ปริญญาเอก,-,ประกาศ
8C9636E2-3E21-45E8-B632-A34E68FF3B3F,ประชาธิปัตย์,นางสาว,จิตภัสร์,ตั๊น  กฤดากร,20,33,ปริญญาโท,-,ประกาศ
13982107-342C-4B80-BB52-CC492CC948CC,ประชาธิปัตย์,นาย,สุทัศน์,เงินหมื่น,21,73,ปริญญาโท,ทนายความ,ประกาศ
27457A69-13F8-48CF-A2D3-968C6527EA39,ประชาธิปัตย์,นาย,พิสิฐ,ลี้อาธรรม,22,68,ปริญญาเอก,คณบดี คณะเศรษฐศาสตร์ มช,ประกาศ
6B2F8731-1EF6-474C-B003-1C40C823357C,ประชาธิปัตย์,นาย,อิสระ,เสรีวัฒนวุฒิ,23,35,ปริญญาเอก,นักธุรกิจ / อาจารย์,ประกาศ
28E362A2-CDB9-4E7F-85B6-D812675D71C8,ประชาธิปัตย์,นางสาว,พิมพ์รพี,พันธุ์วิชาติกุล,24,47,ปริญญาเอก,นักธุรกิจ,ประกาศ
224412A0-C998-48DA-90AA-47292B129B4F,ประชาธิปัตย์,นาย,ดวงฤทธิ์,เบ็ญจาธิกุล  ชัยรุ่งเรือง,25,38,ปริญญาเอก,ผู้บริหารสถานศึกษา (รองอธิการบดี มหาวิทยาลัยกรุงเทพธนบุรี),ประกาศ
20C1A8A5-DF20-4BF7-8BBA-328284E9890C,ประชาธิปัตย์,นาย,จักพันธ์,ปิยพรไพบูลย์,26,37,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
B0146C34-5EBE-4D43-80A5-3CB08A754DD8,ประชาธิปัตย์,นาย,นราพัฒน์,แก้วทอง,27,49,ปริญญาโท,นักการเมือง,ประกาศ
45FDBB97-6703-423E-8476-029114B72DDC,ประชาธิปัตย์,นาย,ไชยยศ,จิรเมธากร,28,58,ปริญญาโท,นักการเมือง,ประกาศ
E2AD9DB2-C0C1-450B-B26C-D73307D8D147,ประชาธิปัตย์,นาย,เจือ,ราชสีห์,29,60,ปริญญาโท,เกษตรกร,ประกาศ
726CDCDB-3535-4B2E-A51F-8B8C61306B94,ประชาธิปัตย์,นาง,มัลลิกา,บุญมีตระกูล  มหาสุข,30,46,ปริญญาโท,นักการเมือง,ประกาศ
AF623E63-8D62-452B-8CBA-74B3497314D4,ประชาธิปัตย์,นาวาตรี,สุธรรม,ระหงษ์,31,57,ปริญญาโท,นักการเมือง,ประกาศ
C41E33C9-92F6-4A43-85C7-42FF2211C0BB,ประชาธิปัตย์,นาย,ชำนิ,ศักดิเศรษฐ์,32,72,ปริญญาโท,นักการเมือง,ประกาศ
14B5D11D-7E72-4D31-8645-4ABB60EED07C,ประชาธิปัตย์,นาย,สุรบถ,หลีกภัย,33,31,ปริญญาตรี,-,ประกาศ
FC774A4B-76D8-44CC-9E8B-7FB9112CA544,ประชาธิปัตย์,นาย,ยุพ,นานา,34,67,ปริญญาโท,นักธุรกิจ,ประกาศ
0ECB837F-1A23-4A61-856B-F305A827CF10,ประชาธิปัตย์,นาย,สมบูรณ์,อุทัยเวียนกุล,35,59,ปริญญาโท,ข้าราชการครู,ประกาศ
AF83791D-ABAF-40BF-A964-9F890120CF53,ประชาธิปัตย์,นาย,ราเมศ,รัตนะเชวง,36,40,ปริญญาตรี,ทนายความ,ประกาศ
DDA63EA2-C65D-4303-B6D9-AE3F1DB330E9,ประชาธิปัตย์,นาย,สามารถ,ราชพลสิทธิ์,37,65,ปริญญาเอก,วิศวกร,ประกาศ
E7002D6C-258F-4809-86A4-4F980E16E448,ประชาธิปัตย์,นาย,ณัฏฐ์,บรรทัดฐาน,38,44,ปริญญาตรี,นักการเมือง,ประกาศ
A4BA548B-5931-4108-B622-31F6013BFD2A,ประชาธิปัตย์,นาย,ถวิล,ไพรสณฑ์,39,81,ปริญญาโท,รับราชการ,ประกาศ
D9A71790-B26E-4C62-84FA-FEC90E09A814,ประชาธิปัตย์,นาย,วิฑูรย์,นามบุตร,40,59,ปริญญาโท,นักการเมือง,ประกาศ
