GUID,จังหวัด,เขตเลือกตั้ง,เลขที่ใบรับใบสมัคร,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ชื่อพรรค,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
B60EAC23-D54F-4295-8585-45766FF4DB16,ชุมพร,1,5,นาย,ชวลิต,อาจหาญ,พลังประชารัฐ,43,ปริญญาโท,ทนายความ,ประกาศ
D2438567-97D1-466F-A197-73D47A168D8A,ชุมพร,1,6,นาง,สุวิชาดา,พุทธเกิด,ชาติพัฒนา,41,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
C12B2DA5-D96A-4245-8FBA-C6D4DE26F771,ชุมพร,1,7,นาย,ชุมพล,จุลใส,ประชาธิปัตย์,48,ปริญญาตรี,นักการเมือง,ประกาศ
AC0A1EDA-276C-46C0-B5F3-9A0474AF7610,ชุมพร,1,8,นาย,สุรพล,เมฆนิติ,รักษ์ผืนป่าประเทศไทย,54,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
09A76449-5B4E-4421-AB51-EDA9272F6881,ชุมพร,1,9,นาย,เกรียงศักดิ์,จังคสุต,ชาติไทยพัฒนา,62,ปริญญาตรี,ข้าราชการครู,ประกาศ
A3FAE1D0-73CA-4C11-9F33-FA2DBCF57202,ชุมพร,1,10,นาย,สมชาย,ทองพูล,ภูมิใจไทย,43,ปริญญาตรี,-,ประกาศ
4793584C-07BD-42C7-892D-F21CB175B95B,ชุมพร,1,11,นาย,ชาญวิทย์,ใจสว่าง,อนาคตใหม่,46,ปริญญาเอก,-,ประกาศ
F6C6315D-CAEC-42E7-98F8-1F58871DDAB2,ชุมพร,1,12,นางสาว,หนึ่งฤทัย,พันกุ่ม,กรีน,44,ปริญญาตรี,เกษตรกร,ประกาศ
3E355B30-0E53-4FC1-B39D-588FFDED59BA,ชุมพร,1,13,นาย,จเรย์,พรหมมาตย์,รวมพลังประชาชาติไทย,38,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
D680FCC6-A1B2-41BD-B6B6-F689EC8103D2,ชุมพร,1,14,นาย,วรพันธ์,สุขประวิทย์,เพื่อชาติ,32,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
D1E3FD55-3756-4665-98DC-51911C96D91A,ชุมพร,1,15,นาย,อภิโรจน์,ปิยพันธ์รัตนกุล,ไทยศรีวิไลย์,72,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
2A40441C-743C-44B5-B7EA-194384DE9144,ชุมพร,1,16,นางสาว,ชณัญชิดา,เผือกทอง,ประชาภิวัฒน์,37,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
199A3231-53CB-4944-B288-B54098E976AA,ชุมพร,1,17,นางสาว,สิริพร,เลื่อนฉวี,คลองไทย,38,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
F59C4B01-FBA4-4289-B361-915826391EA6,ชุมพร,1,18,นาย,จักรกฤษณ์,จันทร์อุดม,ครูไทยเพื่อประชาชน,69,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
B3C0640E-B588-4034-83B1-23ECE3B43DE4,ชุมพร,1,19,นาย,ปพน,รัตนโสภา,ประชาธรรมไทย,44,ต่ำกว่าปริญญาตรี,ทำสวน,ประกาศ
D65D0018-2CD1-49E3-B22A-53044230CF85,ชุมพร,1,20,สิบเอก,สำนวน,ดาวตุ่น,พลังไทยรักชาติ,63,ปริญญาตรี,รับราชการทหาร,ประกาศ
A2784651-2D4E-49F8-91EA-7D0D4937FA82,ชุมพร,1,21,นาย,อัคคณัฐ,ขุนนิช,พลังไทสร้างชาติ,49,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
AC6036FB-0570-43F7-9F1E-74E02BB97D49,ชุมพร,1,22,นาย,มนตรี,พุ่มพวง,มหาชน,65,ต่ำกว่าปริญญาตรี,ทำสวน,ประกาศ
6AB41531-417E-4808-9F70-72C797DA4248,ชุมพร,1,23,นาย,สมบัติ,ทองหัตถา,ประชานิยม,61,ต่ำกว่าปริญญาตรี,ทำสวน,ประกาศ
50F5F75D-08F5-4861-9AE6-8E5DAD57098B,ชุมพร,1,24,นาย,ไพรัตน์,คูอมรพัฒนะ,เศรษฐกิจใหม่,62,ปริญญาโท,นักบัญชีอิสระ,ประกาศ
BCF2C1A0-07CC-481E-BD52-B1DC1E887E0D,ชุมพร,1,25,นาง,วงศ์ผกา,วงษ์สวัสดิ์,พลังไทยรักไทย,54,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
77AB6ED2-68EA-4074-B64F-97D57C54692E,ชุมพร,1,26,นางสาว,ศิเรมอร,พูลสวัสดิ์,ภาคีเครือข่ายไทย,50,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
79D544E3-0638-4726-A96F-A4C02ADDECEB,ชุมพร,1,27,นาง,รจนา,เพชรกำเหนิด,พลังประชาธิปไตย,43,ต่ำกว่าปริญญาตรี,ค้าขาย ทำสวน,ประกาศ
20FE8EB0-B14C-43C8-867B-73548931F465,ชุมพร,1,28,นาย,แสงวิจิตร,ทวิชศรี,ไทรักธรรม,25,ปริญญาตรี,รองผู้จัดการ บริษัท ทีเอ็น สยามโฟร์เซ่นฟรุ๊ต จำกัด,ประกาศ
5A652156-ACD3-43FA-9025-36A92434CBD5,ชุมพร,2,1,นาง,วันทนา,นาคสิงห์คราญ,อนาคตใหม่,40,ปริญญาตรี,เกษตรกร,ประกาศ
F725BA22-133E-4498-B0E1-41CC0C4E2B01,ชุมพร,2,2,นาย,อภิศักดิ์,ศรีเผด็จ,กรีน,56,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
9FE26479-299B-4149-BD19-5319BFF55531,ชุมพร,2,3,นาย,พิเชษฐ์,ศรีสดใส,เสรีรวมไทย,49,ปริญญาตรี,เกษตรกร,ประกาศ
934746A7-E575-49B7-B738-7ACC54AB7BB2,ชุมพร,2,4,นาย,สมบูรณ์,หนูนวล,พลังประชารัฐ,59,ปริญญาโท,นักวิชาการสาธารณสุขชำนาญการพิเศษ ,ประกาศ
D07FD17C-116B-41B0-BD0E-E1995447D1A7,ชุมพร,2,5,นาย,สันต์,แซ่ตั้ง,รวมพลังประชาชาติไทย,44,ปริญญาตรี,สมาชิกสภาองค์การบริหารส่วนจังหวัดชุมพร,ประกาศ
E2194AA0-68A3-4C14-A5F1-B73570AA9D2A,ชุมพร,2,6,นาย,นิพล,แดงลาศ,ภูมิใจไทย,53,ปริญญาตรี,ทำสวน,ประกาศ
6C6956F6-2B01-4FD4-B82F-D2775184EE86,ชุมพร,2,7,นาย,มนตรี,พรหมฤทธิ์,รักษ์ผืนป่าประเทศไทย,43,ปริญญาตรี,รับจ้าง,ประกาศ
30259E11-8261-4706-B030-FE0B213A95B8,ชุมพร,2,8,นาย,สราวุธ,อ่อนละมัย,ประชาธิปัตย์,46,ปริญญาโท,นักการเมือง ,ประกาศ
0FF8378D-F107-4A8F-A51E-61D7D2558D72,ชุมพร,2,9,นาย,ธนภัทร,ประสิทธิ์,ทางเลือกใหม่,47,ต่ำกว่าปริญญาตรี,เกษตรกร (รับซื้อมะพร้าว),ประกาศ
90366E18-15C1-48B1-80A2-5DA6305E88CD,ชุมพร,2,10,ดาบตำรวจ,ประดิษฐ์,ขำขาว,เพื่อธรรม,63,ต่ำกว่าปริญญาตรี,รับราชการตำรวจ สำนักงานตำรวจแห่งชาติ,ประกาศ
43E50EA6-D40A-4E90-BDD2-00B67080581D,ชุมพร,2,11,นาย,หาญรบ,ตุงคะเสน,ชาติไทยพัฒนา,68,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
0E5AC939-C2DA-4C5B-83C7-B0092ECCB5EE,ชุมพร,2,12,นาย,ภาณุมาศ,เพ็ชรคีรี,ประชาชาติ,26,ปริญญาตรี,เกษตรกร,ประกาศ
B777B08F-B5CB-4A82-AFE0-D562C7D83224,ชุมพร,2,13,นาย,อำนาจ,อินทนา,ไทยรักษาชาติ ,50,ปริญญาตรี,นักการเมืองท้องถิ่น,ประกาศ
3EF413C8-2F49-47BC-ACE0-57424200244A,ชุมพร,2,14,นางสาว,รุจินาถ,ศรีสุวรรณ,เพื่อไทย,49,ปริญญาเอก,อาจารย์,ประกาศ
47E932F0-C855-4B18-A83B-342CFF62DB45,ชุมพร,2,15,นาย,อำนาจ,ณรงค์น้อย,พลังท้องถิ่นไท,68,ต่ำกว่าปริญญาตรี,พนักงานองค์การของรัฐ(ธ.ก.ส.),ประกาศ
83E1A694-BD9B-46E8-8B77-7A7BB6B36F26,ชุมพร,2,16,พันเอก,พรพจน์,โชติ ณ ภาลัย,เพื่อชาติ,58,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
EA161E3C-9E7B-4EDB-B871-54A91F9D1313,ชุมพร,2,17,นาย,ธวัช,นุ้ยรัตน์,ประชาชนปฏิรูป,55,ต่ำกว่าปริญญาตรี,ทำสวน,ประกาศ
BE9FAD66-5175-41CB-95DB-B87694374C84,ชุมพร,2,18,นาย,กิตติศักดิ์,รุ่งแดง,พลังไทยรักไทย,39,ปริญญาตรี,ธุรกิจส่วนตัว,ไม่ประกาศ
AE7C4DAB-8816-48CD-B9EF-F91C2C44AC58,ชุมพร,2,19,นาย,สากล,พงษ์ประยูร,ไทยศรีวิไลย์,52,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
ADD23C0E-13EF-4193-A9B9-473A120464AF,ชุมพร,2,20,นาย,คมการ,ศรีลาวรรณ,ประชาภิวัฒน์,42,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
0DFBE48B-DD04-4D35-A0A9-CB74A478B5ED,ชุมพร,2,21,นาง,สมมล,ชัยวัฒน์จตุพร,คลองไทย,57,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
9772A63B-315C-4DE8-B6BF-D835D95DF7B5,ชุมพร,2,22,นาย,กฤษณะ,ศุภสุทธิ์,ชาติพัฒนา,52,ต่ำกว่าปริญญาตรี,เกษตรกร(สวนทุเรียน),ประกาศ
29901CB1-E2E5-41F9-8E66-7E2EBA78827D,ชุมพร,2,23,นาย,อำนาจ,เอียดมิ่ง,ครูไทยเพื่อประชาชน,63,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
7D24FBCF-4F3D-4ABD-AB63-4A645765C647,ชุมพร,2,24,นาย,ปราณี,สุขไหม,พลังไทสร้างชาติ,72,ต่ำกว่าปริญญาตรี,บำนาญธนาคารออมสิน,ไม่ประกาศ
85BF8511-EBC5-488E-983D-C30274DFE783,ชุมพร,2,25,นาย,สมโภชน์,ศรีสุภา,ประชาธรรมไทย,63,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญครู,ประกาศ
906D6585-92F0-4BEF-9CB7-CAD15D213121,ชุมพร,2,26,นาย,จิณณาวัฒน์,สินลอย,มหาชน,46,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
A7B7B73F-B577-4C41-9EB1-6CFD6A8C614A,ชุมพร,2,27,นาย,โอฬาร,ประสมรัตน์,พลังชาติไทย,56,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
ADF9F2C3-0BDF-424E-84C9-2695641BCA7D,ชุมพร,2,28,นางสาว,กชกานต์,สุนทรเพราะ,เศรษฐกิจใหม่,45,ต่ำกว่าปริญญาตรี,เสมียน,ประกาศ
242803B9-E8FF-4492-8E77-8FF4FF243C4E,ชุมพร,2,29,นางสาว,อวยพร,พรหมสถิตย์,ประชานิยม,65,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
622C253D-CFF0-4DAA-910C-4448C2D21932,ชุมพร,2,30,นาง,นัยนา,สุวรรณวิธี,พลเมืองไทย,42,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
