GUID,จังหวัด,เขตเลือกตั้ง,เลขที่ใบรับใบสมัคร,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ชื่อพรรค,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
635AC21D-E1FE-4394-BF9E-B9F6941B711C,บึงกาฬ,1,21,นาย,อรุณ,วัดโสภา,พลเมืองไทย,59,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
C3EC292A-ECDC-45FF-ABD1-982A6034CF5C,บึงกาฬ,1,22,นาย,สุริยันต์,วงศ์ษา,ประชาธรรมไทย,65,ปริญญาโท,รับราชการครู,ประกาศ
FFA59E08-359C-42F2-BD31-34730C6D96A4,บึงกาฬ,1,23,นางสาว,รจนา,พลเยี่ยม,พลังปวงชนไทย,42,ต่ำกว่าปริญญาตรี,สื่อมวลชน,ประกาศ
231BC90D-DF15-4381-A8DA-10652C878575,บึงกาฬ,1,24,นาย,ชาญธีรดล,สมบูรณ์,ประชากรไทย,47,ปริญญาตรี,รับจ้าง,ประกาศ
C95BD3D2-8AD8-42BD-B3BC-B118D8E29395,บึงกาฬ,1,25,นาย,ดำรง,ไชยสิทธิ์,ครูไทยเพื่อประชาชน,55,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
CCD54A9F-D7EB-4D62-90EE-8F75308587EC,บึงกาฬ,1,26,นาย,ประหยัด,นาหอคำ,เพื่อแผ่นดิน,76,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
C6848723-B00A-4E8F-A6FD-C2D04515142B,บึงกาฬ,1,27,นาย,จิณณวัตร,พรรณวงศ์,ฐานรากไทย,27,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
EBB62CA2-7F2F-4CEC-AAD6-29B7C1346B7E,บึงกาฬ,1,28,นาง,ศิรินันท์,เทศโมลี,เพื่อไทยพัฒนา,50,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
9BF94366-B741-422B-A130-1C9966941F73,บึงกาฬ,1,29,นาย,จิรายุ,สุทะสิงห์,พลังชาติไทย,35,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
DE23D7BC-7923-46C8-99A6-C7A469D3157E,บึงกาฬ,1,30,นาย,ไพฑูล,สินแสวง,พลังสังคม,38,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
B88059DB-0D00-4344-A682-64C08EEB5E3F,บึงกาฬ,1,31,นาง,กรรณิกา,โพธิ์สว่าง,พลังไทสร้างชาติ,45,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
B93C5668-8299-4FD0-A3C0-C0E23FB8814E,บึงกาฬ,1,32,นาย,โยธิน,บุญแก้ว,เศรษฐกิจใหม่,36,ต่ำกว่าปริญญาตรี,นายกองค์การบริหารส่วนตำบลนาแสง,ประกาศ
DE3E9B43-917C-482C-BFBA-55583FDC8DF7,บึงกาฬ,1,33,นาย,บุญนำ,วังตะเคน,พลังศรัทธา,58,ต่ำกว่าปริญญาตรี,รับจ้างทั่วไป,ประกาศ
0A4A436E-08C0-4E02-A614-436F480FF40D,บึงกาฬ,1,34,นาย,สุนทร,เทียบเพชร,ผึ้งหลวง,61,ปริญญาตรี,รับราชการ,ประกาศ
61F309DE-09A8-4482-8CA8-787A9935B6CF,บึงกาฬ,1,35,นาย,สากล,นันทรักษ์,พลังประชาธิปไตย,65,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
8AD24BDB-A023-4D8A-89B5-C953CC71ADCB,บึงกาฬ,1,36,นาย,เกรียงชัย,บัวซาว,ไทรักธรรม,42,ต่ำกว่าปริญญาตรี,เป็นผู้รับเหมาระบบไฟฟ้า,ประกาศ
295BB734-14E2-40F4-B7A2-BB1B9AC1BB78,บึงกาฬ,2,1,นาย,วินัย,ติยะบุตร,ประชาธิปัตย์,53,ปริญญาตรี,ทนายความ,ประกาศ
66E7600C-B993-43B8-B182-21AE0225E0E8,บึงกาฬ,2,2,นาย,จรูญ,แสนพิมพ์,ภูมิใจไทย,51,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
458F87ED-B153-4448-851D-9E81174E2A4C,บึงกาฬ,2,3,นาย,สำรวย,ศรีทิน,อนาคตใหม่,49,ปริญญาตรี,ผู้ใหญ่บ้าน,ประกาศ
6D4BF2A5-BB38-4ECD-B342-196B64542E71,บึงกาฬ,2,4,นางสาว,ศิริวรรณ,ปุดตะศิริวงษ์,พลังท้องถิ่นไท,36,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
4D82AE51-C1A2-4629-A0E3-704D2CF9605C,บึงกาฬ,2,5,นาย,แก้ว,พูลเพิ่ม,รวมพลังประชาชาติไทย,70,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
D8EC3503-DECB-4E69-AAE7-C95CC9C4644C,บึงกาฬ,2,6,นางสาว,อารตี,สีมา,เสรีรวมไทย,53,ปริญญาตรี,ทนายความ,ประกาศ
F7667FEB-FFB1-4645-AB53-AC13F679B94D,บึงกาฬ,2,7,นาย,นวพล,สิริกรรณ์,ประชาภิวัฒน์,72,ปริญญาตรี,รับราชการ,ประกาศ
7F94815E-A656-4EBD-B7A9-BE6C49626BD0,บึงกาฬ,2,8,นาย,ไพรวัลย์,อรกุล,พลังประชารัฐ,53,ปริญญาโท,ผู้ช่วยผู้บริหารองค์กรปกครองส่วนท้องถิ่น,ประกาศ
BE9AB437-B2E8-42FC-B09B-591335D6F9DD,บึงกาฬ,2,9,นาย,ไตรรงค์,ติธรรม,เพื่อไทย,61,ปริญญาตรี,นักการเมือง,ประกาศ
62F8C456-38BB-4D34-8D29-42144D0E98B0,บึงกาฬ,2,10,นาง,ประภัสสร,ทองปาน,ประชาชนปฏิรูป,41,ปริญญาตรี,ค้าขาย,ประกาศ
4AE2F67E-AADA-4072-899C-065FDB54A555,บึงกาฬ,2,11,นาย,ประหยัด,ศรีรัตนขันธ์,เพื่อนไทย,61,ปริญญาโท,รับราชการ,ไม่ประกาศ
F8FA69D9-0F0A-4A30-962D-265815BA3C6C,บึงกาฬ,2,12,นาย,บุษบา,วงค์ใหญ่,รักษ์ผืนป่าประเทศไทย,64,ต่ำกว่าปริญญาตรี,บำเน็จรายเดือน,ประกาศ
F74D2331-79A8-4113-A9A1-E895B434DE39,บึงกาฬ,2,13,นาย,ไพโรจน์,จิตไพศาล,เพื่อชาติ,55,ต่ำกว่าปริญญาตรี,นักการเมือง,ประกาศ
C2437662-41CF-452E-81FC-79215EA3D4AD,บึงกาฬ,2,14,นาย,หนูทอง,มาตรพระคลัง,ประชานิยม,58,ต่ำกว่าปริญญาตรี,รับจ้างทั่วไป,ประกาศ
75956117-B41F-40C7-ABF2-D51C134A21E2,บึงกาฬ,2,15,นาย,ณรงค์,อินโพธิษา,เศรษฐกิจใหม่,48,ปริญญาตรี,เกษตรกร,ประกาศ
F2FE94E2-9720-4454-B3AA-D4BE1E890899,บึงกาฬ,2,16,นาย,มุนิตย์,แสนวัง,ประชาธิปไตยใหม่,54,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
89833C33-13A2-453C-9C94-5FD04D93169E,บึงกาฬ,2,17,นาง,สายปวีณ์,เทียนเถื่อน,ไทยศรีวิไลย์,51,ต่ำกว่าปริญญาตรี,ผู้ช่วยผู้ใหญ่บ้าน,ประกาศ
0B31A70A-7F48-45A3-A85F-C46CF10C7ABE,บึงกาฬ,2,18,นางสาว,สาวิตรี,พลภักดี,พลเมืองไทย,40,ปริญญาตรี,ค้าขาย,ประกาศ
9F97EF85-B836-4BF1-934A-5DC359F5E157,บึงกาฬ,2,19,นาย,ไชยา,บุษมงคล,ภราดรภาพ,48,ปริญญาตรี,เกษตรกร,ประกาศ
4D0382ED-903E-4766-BCA2-56EFC50A3C1D,บึงกาฬ,2,20,นาย,อุทัย,วงศ์อามาตย์,ประชาธรรมไทย,61,ปริญญาตรี,รับราชการ,ประกาศ
79D9E387-29F4-4762-B8A8-ED87ED7EAEA5,บึงกาฬ,2,21,นาง,ชนิตา,บุญประสิทธิ์,ประชากรไทย,48,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
5259957F-A331-4E9C-A085-EFC9B28D36E5,บึงกาฬ,2,22,ร้อยตำรวจเอก,ไพศาล,ข่าทิพย์พาที,ชาติไทยพัฒนา,57,ปริญญาตรี,รับราชการ,ประกาศ
C2644330-F6AD-46E3-9BEA-135BC6AC7456,บึงกาฬ,2,23,นาย,เกริกชัย,พลชา,ประชาชาติ,36,ปริญญาโท,เกษตรกร,ประกาศ
F3D6C1A4-3F72-4391-AE5F-E59E2FF553B2,บึงกาฬ,2,24,นาย,เพ็ง,ลมกาหลง,ครูไทยเพื่อประชาชน,59,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
7675C394-AB94-429E-87F1-B9F7FFB19107,บึงกาฬ,2,25,นาย,โกสินธุ์,หันตุลา,เพื่อแผ่นดิน,42,ต่ำกว่าปริญญาตรี,ทำนา,ประกาศ
03FFC625-FA98-45A3-BA56-587E8F98F3B0,บึงกาฬ,2,26,นางสาว,วรรษวรรณ,สุทธศรี,แผ่นดินธรรม,52,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
0B8EB653-EE21-4EE8-A055-7861E61A012F,บึงกาฬ,2,27,นาย,ประยงค์,แก้วยา,พลังไทสร้างชาติ,51,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
7FBCC25E-2B07-4B9A-9AA3-33DEDE83AF2D,บึงกาฬ,2,28,นาย,อภิรักษ์,อำมาตย์สำราญ,พลังปวงชนไทย,58,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
A8FE67F8-ABA1-4188-B19F-2BF04FB98DA9,บึงกาฬ,2,29,นาง,ดนิตา,ชาตานันท์,เพื่อไทยพัฒนา,56,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
09AE04E7-86E2-4378-B212-52A787A333EC,บึงกาฬ,2,30,นาง,ศุภนิจ,อธิฏฐาน,พลังชาติไทย,53,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
01DCE548-81B0-49BF-AB01-E5DC4A018B5B,บึงกาฬ,2,31,นาง,ยุวดี,แก้วสนิท,พลังสังคม,51,ปริญญาตรี,เกษตรกร,ประกาศ
68EDBBF3-73F0-4F59-8829-2F3C13B8E2A2,บึงกาฬ,2,32,นาย,บุญล้อม,กางศรี,พลังไทยรักไทย,67,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
27858D38-A010-4C47-8B11-0A56386BC56E,บึงกาฬ,2,33,นาย,สุริยา,ภูยี่หวา,ผึ้งหลวง,64,ปริญญาเอก,รับราชการ,ประกาศ
19E78AE1-42CC-407C-B4F5-46A2AF03900D,บึงกาฬ,2,34,นาย,บุญส่ง,วีระศักดิ์,ไทรักธรรม,49,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
3E4214DB-8C00-4B77-8C51-A8597929CBF3,บึงกาฬ,2,35,นาย,จันทา,หูพารักษา,ฐานรากไทย,57,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
8DF8FAA3-49FF-4303-B6B4-777FB653673C,บึงกาฬ,2,36,นาย,เกตุแก้ว,หาญเชิงชัย,รักท้องถิ่นไทย,65,ปริญญาโท,รับราชการ,ประกาศ
1D05AB9B-A089-4E96-9BD3-E2BCCF99285D,บุรีรัมย์,1,1,นาย,ปรีชา,ทองคำ,ชาติไทยพัฒนา,58,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
941BAC2C-3EB9-48E3-A5EF-43F7E91F4AEB,บุรีรัมย์,1,2,นาย,สนอง,เทพอักษรณรงค์,ภูมิใจไทย,73,ปริญญาตรี,นักการเมือง,ประกาศ
AF6BB48E-6580-437C-A1A0-0CF3DCF43C90,บุรีรัมย์,1,3,พันตำรวจโท,กิตติฤทธิ์,พูนสวัสดิ์,ไทยรักษาชาติ ,73,ต่ำกว่าปริญญาตรี,รับราชการตำรวจ,ประกาศ
5E272823-FDD7-4B8A-BB62-689EDEADA3B3,บุรีรัมย์,1,4,นาย,สุพจน์,เขียมรัมย์,ประชาชนปฏิรูป,57,ปริญญาตรี,รับราชการ,ประกาศ
30CDC198-1975-40E6-BA16-CC4F14ABC4E2,บุรีรัมย์,1,5,นาย,นภดล,อังคสุภณ,พลังประชารัฐ,56,ปริญญาตรี,ธุรกิจส่วนตัว(ค้าขาย),ประกาศ
1A581EB0-FBAB-42CD-BF8B-BF61297C1282,บุรีรัมย์,1,6,นาย,วิชชา,จันทร์ชัย,ประชาภิวัฒน์,57,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
F053D43B-87EA-4B39-8A50-5C359A4DBF6E,บุรีรัมย์,1,7,นางสาว,วันฟ้าสวย,ภัทรไชยนันท์,อนาคตใหม่,69,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
2F285517-F884-4680-A90D-902EB9AA5F34,บุรีรัมย์,1,8,นาย,ชณชล,มะลิซ้อน,เสรีรวมไทย,61,ปริญญาตรี,ข้าราชการครู,ประกาศ
0EA155CD-72DA-41F2-854F-DCFAE363D09E,บุรีรัมย์,1,9,นาย,ชาญชัย,โตพฤกษา,ประชาธิปัตย์,25,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
271B5044-1F92-4F7E-8A21-95AA229CE6A2,บุรีรัมย์,1,10,นาย,สุชาติ,นามนุ,ชาติพัฒนา,40,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
66E9A434-55EF-4757-BC31-F7BE30BB95F1,บุรีรัมย์,1,11,นาง,ศรีสกุล,โสภา,รักษ์ผืนป่าประเทศไทย,64,ต่ำกว่าปริญญาตรี,ข้าราชการครู,ประกาศ
7F15C8DE-A13E-41B1-9939-818902B64769,บุรีรัมย์,1,12,นาย,พรหมพิริยะ,โยธิน,เพื่อชาติ,71,ต่ำกว่าปริญญาตรี,ตัวแทนการขาย บริษัท ไทยประกันชีวิต,ประกาศ
D7EBB084-F39D-40FE-9536-D6CE584436AE,บุรีรัมย์,1,13,นาง,เลขา,อินทรสุวรรณ,รวมพลังประชาชาติไทย,71,ต่ำกว่าปริญญาตรี,ข้าราชการ,ประกาศ
A52DC122-0F81-4B78-9F77-DAEA76E23D0F,บุรีรัมย์,1,14,นาย,กฤษฎา,ชูตาลัด,เพื่อนไทย,63,ปริญญาตรี,รับราชการ สมาชิกสภาเทศบาล,ไม่ประกาศ
B18F5C9A-DFA5-4E92-8C72-DE178309934B,บุรีรัมย์,1,15,นาย,คชานนท์,สังสูงเนิน,กรีน,46,ปริญญาตรี,ค้าขาย,ประกาศ
9AE87799-9118-46DE-90BD-B4888785B8A9,บุรีรัมย์,1,16,นางสาว,นนทกร,วัฒนาชีพ,พลังท้องถิ่นไท,36,ปริญญาตรี,รับเหมาก่อสร้าง,ประกาศ
0ED72595-C7C5-4D25-AD1A-6AE3B862382A,บุรีรัมย์,1,17,นาย,นิพนธ์,สุดตา,เพื่อแผ่นดิน,60,ปริญญาโท,รับราชการครู,ประกาศ
51A0B186-F9A1-41F0-8EF8-8C5D7280EE31,บุรีรัมย์,1,18,นางสาว,จินตนา,มูลเค้า,ประชาธรรมไทย,28,ปริญญาตรี,ซื้อ-ขายยางพารา,ประกาศ
673B4A7D-22FD-480F-9415-14C95B8C2E2D,บุรีรัมย์,1,19,นาย,วัน,วาสรส,เศรษฐกิจใหม่,53,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
B7989657-EB71-4786-AD5A-43C6D8C4D5DF,บุรีรัมย์,1,20,นาย,ทองคำ,ลุนนาแซง,มหาชน,34,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
068E712E-19A9-401A-8DB0-0F1CA90585AE,บุรีรัมย์,1,21,นาย,หาญณรงค์,พันธ์พงษ์,แผ่นดินธรรม,63,ปริญญาตรี,ข้าราชการ,ประกาศ
5CFA1FB7-134C-4BD6-B418-EEE6425CDE53,บุรีรัมย์,1,22,นาง,สุภาณี,ศรีเมือง,ไทยศรีวิไลย์,62,ปริญญาตรี,แม่บ้าน,ประกาศ
7430B6E5-3562-491F-A5AE-705F85712F55,บุรีรัมย์,1,23,นาย,พัสกร,พาบุ,ครูไทยเพื่อประชาชน,54,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
96080D2B-F2AF-4EB7-B021-DBCBECA7B8F2,บุรีรัมย์,1,24,นาย,สมเกียรติ,ขุนแข็ง,พลังสังคม,54,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
51B44319-D5BA-416D-8D60-AA5B20258660,บุรีรัมย์,1,25,นาย,จักรพงษ์,คะชุนรัมย์,พลังไทยรักไทย,45,ปริญญาตรี,รับจ้าง,ประกาศ
31E610DF-6BE8-48F6-B185-9F0D7CB3D0A1,บุรีรัมย์,1,26,นาย,คุณากร,แสนธิ,พลังชาติไทย,67,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
0AA854DE-0CCE-4D12-8E30-246C38D520D2,บุรีรัมย์,1,27,สิบเอก,ประยงค์,สร้อยจิตร,พลังปวงชนไทย,69,ต่ำกว่าปริญญาตรี,ข้าราชการ,ประกาศ
588C9827-7E06-4CF4-8AE2-62ED4AC10A0C,บุรีรัมย์,1,28,นาย,ไพบูลย์,นันทะพันธ์,พลังประชาธิปไตย,62,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
738E0E19-859C-40D7-8247-45D26EDF6D80,บุรีรัมย์,1,29,นาย,รักษ์โยธี,เจริญรัมย์,ผึ้งหลวง,43,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
CA172329-05B9-42B7-BB65-FA807B875666,บุรีรัมย์,1,30,นาย,เสน่ห์,นัคราภิบาล,พลังศรัทธา,57,ปริญญาตรี,รับเหมา,ประกาศ
41A1833E-CC21-4216-A0A3-51539BB4C447,บุรีรัมย์,1,31,นาง,ละมัย,พนารินทร์,ไทรักธรรม,44,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
D4C23F14-A610-4F41-A6DE-1B97645DD12B,บุรีรัมย์,2,1,นาย,บุญคง,นพรัตน์วงศกร,รวมพลังประชาชาติไทย,66,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
01F0A33F-C2C0-47FB-9D58-7FBF029A540B,บุรีรัมย์,2,2,นาง,ปัญทิพา,ภาพยนตร์,รักษ์ผืนป่าประเทศไทย,63,ปริญญาตรี,ข้าราชการครูบำนาญ,ประกาศ
0E2389F4-63B2-4C0B-8920-EBFAF5B71BEC,บุรีรัมย์,2,3,นาย,รังสิกร,ทิมาตฤกะ,ภูมิใจไทย,58,ต่ำกว่าปริญญาตรี,รองนายกองค์การบริหารส่วนจังหวัด,ประกาศ
A3E87CBA-14D8-4BF4-AA12-F8462253E87D,บุรีรัมย์,2,4,นาย,นาทภูวพัฒน์,ฉัพพรรณธนกูร,ประชาชาติ,60,ต่ำกว่าปริญญาตรี,อาชีพอิสระ,ประกาศ
8FA9076B-6F7D-43E7-BC13-1C73EB8D3E2D,บุรีรัมย์,2,5,นาย,ชูศักดิ์,พงษ์สวัสดิ์,เพื่อชาติ,56,ปริญญาโท,ทนายความ,ประกาศ
F51A55BE-51E8-4DBF-902A-938A2550DF09,บุรีรัมย์,2,6,นาย,ธีรวุฒิ,ทับทิมหิน,ประชาธิปัตย์,42,ปริญญาโท,ทนายความ,ประกาศ
5E75D379-6BCE-4EF9-8462-9ADC481FDEC2,บุรีรัมย์,2,7,นาย,สุรศักดิ์,นาคดี,เพื่อไทย,55,ปริญญาโท,นักการเมือง,ประกาศ
E0C6A396-1A1D-4326-ACDF-DC9D418B2E22,บุรีรัมย์,2,8,นาย,สมใจ,นะตุม,ชาติพัฒนา,51,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
5A1D44F4-EDC9-4DDE-BBCC-A4679C4A2E49,บุรีรัมย์,2,9,นาย,วรพจน์,วิบูลย์วิริยะสกุล,พลังประชารัฐ,45,ปริญญาโท,สมาชิกสภาท้องถิ่น,ประกาศ
82B29469-68E9-4F23-B075-CEEDB126B1AA,บุรีรัมย์,2,10,นาง,ธัญญรัตน์,สุกแสง,เสรีรวมไทย,43,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
B891A8BC-1583-4BB7-AD19-1F5352BBD1F8,บุรีรัมย์,2,11,นางสาว,พรสวรรณ์,สีหะวงษ์,ประชาชนปฏิรูป,39,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
77931E08-AC34-4544-8AA0-CC310DB088A9,บุรีรัมย์,2,12,นาย,จัตุพงษ์,ขันติวงศ์,ประชาภิวัฒน์,46,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
FA97247F-3D2E-4866-BFE9-A0313960EB1E,บุรีรัมย์,2,13,นาย,กฤช,อุปจันแพงวงศ์,เพื่อนไทย,58,ปริญญาเอก,นักวิชาการ/อาจารย์พิเศษๆ,ไม่ประกาศ
F55D9CD7-6BCC-4C42-AFA2-E732F8771651,บุรีรัมย์,2,14,นาย,ประดิษฐ์,พันธุ์พินิจ,เพื่อแผ่นดิน,74,ต่ำกว่าปริญญาตรี,ผู้จัดการ บ.สยามกลการ จ.บุรีรัมย์,ประกาศ
BFF41B0E-C8ED-4E70-86C5-25EDCF4DA192,บุรีรัมย์,2,15,นาย,เฉลียว,แก้วศรี,พลังท้องถิ่นไท,55,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
C0239DC8-D3DC-4B92-96E2-AB9BE3FB360B,บุรีรัมย์,2,16,นางสาว,อิสรีย์,อภิสิริรุจิภาส,อนาคตใหม่,37,ปริญญาโท,ที่ปรึกษาการเงิน,ประกาศ
8A712688-304D-4331-8E9E-F4466798627A,บุรีรัมย์,2,17,พันเอก,พิชัย,สุริยะสุขประเสริฐ,ประชาธรรมไทย,61,ปริญญาเอก,ข้าราชการบำนาญ,ประกาศ
F849DC36-880A-423B-88FA-696EEE19E94D,บุรีรัมย์,2,18,นาย,ศุภชัย,เถกิงผล,พลังไทยรักไทย,38,ต่ำกว่าปริญญาตรี,-,ประกาศ
188FC2DC-9772-4936-92F1-F057A703AFA6,บุรีรัมย์,2,19,นาย,สุรพรชัย,ภูมิอินทร์,ชาติไทยพัฒนา,49,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
3990E3E7-B293-4905-98CA-FB14CCF72AEA,บุรีรัมย์,2,20,นางสาว,ภาลินี,พัชนี,ไทยศรีวิไลย์,42,ต่ำกว่าปริญญาตรี,ทำนา,ประกาศ
A141EA0C-CDD2-468C-918D-CDA8AD5D93CC,บุรีรัมย์,2,21,นาย,ประยงค์,โพธิ์ทอง,ครูไทยเพื่อประชาชน,53,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
1B02B17E-BF7E-4303-9C88-B2F457D672D0,บุรีรัมย์,2,22,นาง,อำพร,ขุมทอง,มหาชน,56,ต่ำกว่าปริญญาตรี,-,ประกาศ
691109EB-54AD-4F3D-894F-BC97AB280830,บุรีรัมย์,2,23,นาย,ยุทธภพ,เผือกมูล,พลังสังคม,44,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
674F3D6B-DC8C-4975-9796-C96A21BAFA87,บุรีรัมย์,2,24,นาย,สุทัศน์,ทองไหม,พลังชาติไทย,55,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
0A886990-49B3-48DF-831F-5CBCED5F9DDA,บุรีรัมย์,2,25,นาย,ศักรินทร์,ภาษี,กรีน,39,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
09DC5146-2F21-4364-A744-297E553FC89B,บุรีรัมย์,2,26,นาย,สนม,อุ่นสำโรง,ประชาไทย,51,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
FF06568E-649E-43C5-AF08-AC5B678ABAD7,บุรีรัมย์,2,27,นาย,สงบ,ไชยศิริ,ผึ้งหลวง,65,ต่ำกว่าปริญญาตรี,รับจ้างตัดย็บเสื้อผ้า,ประกาศ
136B3536-AFF2-44C8-AE29-D383D3AA5FF7,บุรีรัมย์,2,28,นาย,เฉลา,แสร์สินธุ์,พลังปวงชนไทย,64,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
77C0DFD9-CBC3-4FFE-98CF-B388EDC14558,บุรีรัมย์,2,29,นาย,บรรจง,โคมร้าย,พลังศรัทธา,40,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
F56FC7C3-9587-4EAD-A425-EC62EBDB81BA,บุรีรัมย์,2,30,นาย,ปรีชา,ปักเสติ,เศรษฐกิจใหม่,47,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
B2EF46C4-D651-4190-ACC9-BE8867A65536,บุรีรัมย์,2,31,นางสาว,อารยา,เต็นตารัมย์,ไทรักธรรม,45,ต่ำกว่าปริญญาตรี,ผอ.การตลาด บริษัทเอกชน,ประกาศ
697D9C79-3C65-4BE2-8C4F-105707BB1FB6,บุรีรัมย์,3,1,นาย,วิเชียร,สุขใหญ่,เพื่อชาติ,54,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
CCAAA501-FDE3-4F72-95C2-779A3B882CC7,บุรีรัมย์,3,2,นาย,สมบูรณ์,ซารัมย์,ภูมิใจไทย,62,ปริญญาตรี,เกษตรกรรม,ประกาศ
9C1C8A25-3E27-44A0-AE75-BD90DDDE29A1,บุรีรัมย์,3,3,นาย,สมคิด,สินไธสง,ประชาธิปัตย์,67,ปริญญาโท,หัวหน้าพรรคการเมือง สำนักงาน กกต.บุรีรัมย์,ประกาศ
6F0A4FB6-AB17-4E86-AC9B-E672F6ABA766,บุรีรัมย์,3,4,นางสาว,สิริอร,มาตรคำจันทร์,ชาติพัฒนา,50,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
B7B561A2-26A4-4FCB-9656-E804C1DF718F,บุรีรัมย์,3,5,นางสาว,เกตน์สิรี,พูนทรัพย์,ประชาชนปฏิรูป,28,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
A1EFF128-E843-45A9-8D39-A8B7570FB4B6,บุรีรัมย์,3,6,นาย,บุญเชียง,นาคกูล,รักษ์ผืนป่าประเทศไทย,64,ปริญญาตรี,ครู,ประกาศ
EF4128C2-6A2D-4349-B232-70B10A5EC28E,บุรีรัมย์,3,7,นาย,ภัทรพงศ์,ศุภักษร,อนาคตใหม่,36,ปริญญาตรี,ทนายความ,ประกาศ
6B2CABE6-F311-495B-9B46-41E96809C1B5,บุรีรัมย์,3,8,นาย,อภิรักษ์,ลิ้มรัตน์,พลังประชารัฐ,53,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
B624FE74-2FC2-4822-8D83-F1D6744739F0,บุรีรัมย์,3,9,นาย,สุรศักดิ์,เลี้ยงผ่องพันธุ์,เพื่อนไทย,44,ปริญญาตรี,ธุรกิจส่วนตัว,ไม่ประกาศ
5C1961F6-2C77-44B1-8BA3-06B565FF09A2,บุรีรัมย์,3,10,นาย,ภาณุพล,ฉาไธสง,รวมพลังประชาชาติไทย,69,ปริญญาตรี,ครูชำนาญการพิเศษ,ประกาศ
3B722555-3979-4A8F-921A-93E5B4B0EA8B,บุรีรัมย์,3,11,นาย,พีระพงษ์,เฮงสวัสดิ์,เพื่อไทย,67,ปริญญาตรี,ค้าขาย,ประกาศ
